ticker,open_time,close_time,result,window_label,window_seconds,cutoff_time,snapshot_ts,yes_bid,yes_ask,favorite_side,favorite_entry_price,favorite_price_cents,spread,spread_cents,favorite_won,favorite_pnl,btc_price,btc_ret_1m_bps,btc_ret_3m_bps,btc_ret_5m_bps,kalshi_volume_fp,kalshi_open_interest_fp,favorite_matches_btc_1m,favorite_matches_btc_3m,favorite_matches_btc_5m,market_sequence
KXBTC15M-26APR082130-30,2026-04-09 01:15:00+00:00,2026-04-09 01:30:00+00:00,no,T-90s,90,2026-04-09 01:28:30+00:00,2026-04-09 01:28:00+00:00,0.12,0.13,no,0.88,88.0,0.010000000000000009,1.0000000000000009,True,0.11159999999999999,70591.92,-2.549216880574079,2.4640617514570806,12.02431413329208,19253.3,45934.67,True,False,False,34
KXBTC15M-26APR082130-30,2026-04-09 01:15:00+00:00,2026-04-09 01:30:00+00:00,no,T-2m,120,2026-04-09 01:28:00+00:00,2026-04-09 01:28:00+00:00,0.12,0.13,no,0.88,88.0,0.010000000000000009,1.0000000000000009,True,0.11159999999999999,70591.92,-2.549216880574079,2.4640617514570806,12.02431413329208,19253.3,45934.67,True,False,False,34
KXBTC15M-26APR082130-30,2026-04-09 01:15:00+00:00,2026-04-09 01:30:00+00:00,no,T-3m,180,2026-04-09 01:27:00+00:00,2026-04-09 01:27:00+00:00,0.16,0.17,no,0.84,84.0,0.010000000000000009,1.0000000000000009,True,0.14880000000000002,70609.92,0.7152481124883536,8.453545471400759,5.792908618285075,26856.72,42167.39,False,False,False,34
KXBTC15M-26APR082130-30,2026-04-09 01:15:00+00:00,2026-04-09 01:30:00+00:00,no,T-4m,240,2026-04-09 01:26:00+00:00,2026-04-09 01:26:00+00:00,0.12,0.13,no,0.88,88.0,0.010000000000000009,1.0000000000000009,True,0.11159999999999999,70604.87,4.299001353604837,13.861007551858595,-8.386150087746902,20287.42,38093.37,False,False,True,34
KXBTC15M-26APR082130-30,2026-04-09 01:15:00+00:00,2026-04-09 01:30:00+00:00,no,T-5m,300,2026-04-09 01:25:00+00:00,2026-04-09 01:25:00+00:00,0.11,0.12,no,0.89,89.0,0.009999999999999995,0.9999999999999996,True,0.10229999999999997,70574.53,3.4372648839942066,0.7779615536795959,-8.710848255125692,20970.88,36977.02,False,False,True,34
KXBTC15M-26APR082145-45,2026-04-09 01:30:00+00:00,2026-04-09 01:45:00+00:00,yes,T-60s,60,2026-04-09 01:44:00+00:00,2026-04-09 01:44:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,70768.65,-0.19217179706543241,2.0719679554459525,-0.9099246641719461,361.12,143299.28,False,True,False,35
KXBTC15M-26APR082145-45,2026-04-09 01:30:00+00:00,2026-04-09 01:45:00+00:00,yes,T-90s,90,2026-04-09 01:43:30+00:00,2026-04-09 01:43:00+00:00,0.995,0.999,yes,0.999,99.9,0.0040000000000000036,0.40000000000000036,True,0.0009300000000000008,70770.01,0.0,-0.82231462350979,-2.8563263602898736,33072.58,143288.28,,False,False,35
KXBTC15M-26APR082145-45,2026-04-09 01:30:00+00:00,2026-04-09 01:45:00+00:00,yes,T-2m,120,2026-04-09 01:43:00+00:00,2026-04-09 01:43:00+00:00,0.995,0.999,yes,0.999,99.9,0.0040000000000000036,0.40000000000000036,True,0.0009300000000000008,70770.01,0.0,-0.82231462350979,-2.8563263602898736,33072.58,143288.28,,False,False,35
KXBTC15M-26APR082145-45,2026-04-09 01:30:00+00:00,2026-04-09 01:45:00+00:00,yes,T-3m,180,2026-04-09 01:42:00+00:00,2026-04-09 01:42:00+00:00,0.993,0.996,yes,0.996,99.6,0.0030000000000000027,0.30000000000000027,True,0.0037200000000000033,70770.01,2.2641832637271264,-0.7177666605584498,0.07913018964966767,54982.52,116102.79,True,False,True,35
KXBTC15M-26APR082145-45,2026-04-09 01:30:00+00:00,2026-04-09 01:45:00+00:00,yes,T-4m,240,2026-04-09 01:41:00+00:00,2026-04-09 01:41:00+00:00,0.988,0.99,yes,0.99,99.0,0.0020000000000000018,0.20000000000000018,True,0.009300000000000008,70753.99,-3.0857992057453654,-5.119350509242837,-7.136550039460454,22211.36,66093.98,False,False,False,35
KXBTC15M-26APR082145-45,2026-04-09 01:30:00+00:00,2026-04-09 01:45:00+00:00,yes,T-5m,300,2026-04-09 01:40:00+00:00,2026-04-09 01:40:00+00:00,0.98,0.985,yes,0.985,98.5,0.0050000000000000044,0.5000000000000004,True,0.013950000000000011,70775.83,0.10455656079155773,0.9015189463812412,-3.9348231709390724,7812.29,50674.7,True,True,False,35
KXBTC15M-26APR082200-00,2026-04-09 01:45:00+00:00,2026-04-09 02:00:00+00:00,yes,T-60s,60,2026-04-09 01:59:00+00:00,2026-04-09 01:59:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,70927.84,0.18469816583488452,-2.4540050250021483,-2.4525958330690045,10119.36,147134.36,True,False,False,36
KXBTC15M-26APR082200-00,2026-04-09 01:45:00+00:00,2026-04-09 02:00:00+00:00,yes,T-90s,90,2026-04-09 01:58:30+00:00,2026-04-09 01:58:00+00:00,0.994,0.995,yes,0.995,99.5,0.0010000000000000009,0.10000000000000009,True,0.004650000000000004,70926.53,-0.2791543203140012,-0.014099076750540007,4.818572153815204,40291.32,137838.36,False,False,True,36
KXBTC15M-26APR082200-00,2026-04-09 01:45:00+00:00,2026-04-09 02:00:00+00:00,yes,T-2m,120,2026-04-09 01:58:00+00:00,2026-04-09 01:58:00+00:00,0.994,0.995,yes,0.995,99.5,0.0010000000000000009,0.10000000000000009,True,0.004650000000000004,70926.53,-0.2791543203140012,-0.014099076750540007,4.818572153815204,40291.32,137838.36,False,False,True,36
KXBTC15M-26APR082200-00,2026-04-09 01:45:00+00:00,2026-04-09 02:00:00+00:00,yes,T-3m,180,2026-04-09 01:57:00+00:00,2026-04-09 01:57:00+00:00,0.995,0.997,yes,0.997,99.7,0.0020000000000000018,0.20000000000000018,True,0.002790000000000002,70928.51,-2.359566003362623,-2.3581567981179052,4.8678308460514685,17135.77,107230.46,False,False,True,36
KXBTC15M-26APR082200-00,2026-04-09 01:45:00+00:00,2026-04-09 02:00:00+00:00,yes,T-4m,240,2026-04-09 01:56:00+00:00,2026-04-09 01:56:00+00:00,0.987,0.988,yes,0.988,98.8,0.0010000000000000009,0.10000000000000009,True,0.011160000000000008,70945.25,2.625248090879495,7.4591948329572055,10.644871208205231,44225.74,98474.45,True,True,True,36
KXBTC15M-26APR082200-00,2026-04-09 01:45:00+00:00,2026-04-09 02:00:00+00:00,yes,T-5m,300,2026-04-09 01:55:00+00:00,2026-04-09 01:55:00+00:00,0.979,0.98,yes,0.98,98.0,0.0010000000000000009,0.10000000000000009,True,0.018600000000000016,70926.63,-2.623149911115119,4.602646204192595,3.0646683092427907,42398.0,63987.05,False,True,True,36
KXBTC15M-26APR082215-15,2026-04-09 02:00:00+00:00,2026-04-09 02:15:00+00:00,no,T-60s,60,2026-04-09 02:14:00+00:00,2026-04-09 02:14:00+00:00,0.0,0.003,no,1.0,100.0,0.003,0.3,True,0.0,70841.92,1.5882950140100327,-9.8812626750433,-17.415502263000704,44509.0,55837.48,False,True,True,37
KXBTC15M-26APR082215-15,2026-04-09 02:00:00+00:00,2026-04-09 02:15:00+00:00,no,T-90s,90,2026-04-09 02:13:30+00:00,2026-04-09 02:13:00+00:00,0.11,0.13,no,0.89,89.0,0.020000000000000004,2.0000000000000004,True,0.10229999999999997,70830.67,-8.085995949385083,-14.253133680437458,-18.929049531459796,36881.82,43943.15,True,True,True,37
KXBTC15M-26APR082215-15,2026-04-09 02:00:00+00:00,2026-04-09 02:15:00+00:00,no,T-2m,120,2026-04-09 02:13:00+00:00,2026-04-09 02:13:00+00:00,0.11,0.13,no,0.89,89.0,0.020000000000000004,2.0000000000000004,True,0.10229999999999997,70830.67,-8.085995949385083,-14.253133680437458,-18.929049531459796,36881.82,43943.15,True,True,True,37
KXBTC15M-26APR082215-15,2026-04-09 02:00:00+00:00,2026-04-09 02:15:00+00:00,no,T-3m,180,2026-04-09 02:12:00+00:00,2026-04-09 02:12:00+00:00,0.36,0.37,no,0.64,64.0,0.010000000000000009,1.0000000000000009,True,0.3348,70887.99,-3.384477011574294,-10.923616275002601,-9.137057554583494,38776.4,49728.88,True,True,True,37
KXBTC15M-26APR082215-15,2026-04-09 02:00:00+00:00,2026-04-09 02:15:00+00:00,no,T-4m,240,2026-04-09 02:11:00+00:00,2026-04-09 02:11:00+00:00,0.58,0.59,yes,0.59,59.0,0.010000000000000009,1.0000000000000009,False,-0.59,70911.99,-2.7885952937589664,-7.469879518071654,-1.5495682781507814,14347.39,46842.93,False,False,False,37
KXBTC15M-26APR082215-15,2026-04-09 02:00:00+00:00,2026-04-09 02:15:00+00:00,no,T-5m,300,2026-04-09 02:10:00+00:00,2026-04-09 02:10:00+00:00,0.8,0.81,yes,0.81,81.0,0.010000000000000009,1.0000000000000009,False,-0.81,70931.77,-4.754422253850921,-2.9667601654170817,-2.004341612542593,21279.66,51142.49,False,False,False,37
KXBTC15M-26APR082230-30,2026-04-09 02:15:00+00:00,2026-04-09 02:30:00+00:00,yes,T-60s,60,2026-04-09 02:29:00+00:00,2026-04-09 02:29:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,71027.23,-0.7700678701505481,2.41374148377993,11.345130163837869,12397.15,134058.18,False,True,True,38
KXBTC15M-26APR082230-30,2026-04-09 02:15:00+00:00,2026-04-09 02:30:00+00:00,yes,T-90s,90,2026-04-09 02:28:30+00:00,2026-04-09 02:28:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,71032.7,-1.1148551349915437,13.15630516594668,14.487535164979803,31482.51,121993.94,False,True,True,38
KXBTC15M-26APR082230-30,2026-04-09 02:15:00+00:00,2026-04-09 02:30:00+00:00,yes,T-2m,120,2026-04-09 02:28:00+00:00,2026-04-09 02:28:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,71032.7,-1.1148551349915437,13.15630516594668,14.487535164979803,31482.51,121993.94,False,True,True,38
KXBTC15M-26APR082230-30,2026-04-09 02:15:00+00:00,2026-04-09 02:30:00+00:00,yes,T-3m,180,2026-04-09 02:27:00+00:00,2026-04-09 02:27:00+00:00,0.995,0.998,yes,0.998,99.8,0.0030000000000000027,0.30000000000000027,True,0.0018600000000000016,71040.62,4.299389002322407,13.232461421059938,18.419120234223207,30138.97,92268.87,True,True,True,38
KXBTC15M-26APR082230-30,2026-04-09 02:15:00+00:00,2026-04-09 02:30:00+00:00,yes,T-4m,240,2026-04-09 02:26:00+00:00,2026-04-09 02:26:00+00:00,0.985,0.989,yes,0.989,98.9,0.0040000000000000036,0.40000000000000036,True,0.010230000000000008,71010.09,9.96907640989697,11.299882672957118,11.988710337360597,47430.44,85152.75,True,True,True,38
KXBTC15M-26APR082230-30,2026-04-09 02:15:00+00:00,2026-04-09 02:30:00+00:00,yes,T-5m,300,2026-04-09 02:25:00+00:00,2026-04-09 02:25:00+00:00,0.955,0.956,yes,0.956,95.6,0.0010000000000000009,0.10000000000000009,True,0.04092000000000003,70939.37,-1.0388074208922404,4.140459153791909,1.3210207246583394,13391.54,54557.08,False,True,True,38
KXBTC15M-26APR082245-45,2026-04-09 02:30:00+00:00,2026-04-09 02:45:00+00:00,no,T-60s,60,2026-04-09 02:44:00+00:00,2026-04-09 02:44:00+00:00,0.11,0.12,no,0.89,89.0,0.009999999999999995,0.9999999999999996,True,0.10229999999999997,71049.79,3.8072307816849893,10.455708850845014,1.3851361100325477,42900.36,62767.76,False,False,False,39
KXBTC15M-26APR082245-45,2026-04-09 02:30:00+00:00,2026-04-09 02:45:00+00:00,no,T-90s,90,2026-04-09 02:43:30+00:00,2026-04-09 02:43:00+00:00,0.042,0.044,no,0.958,95.8,0.001999999999999995,0.19999999999999948,True,0.03906000000000003,71022.75,4.923381200712118,1.3532706763852431,0.46606957193606746,44904.74,57253.24,False,False,False,39
KXBTC15M-26APR082245-45,2026-04-09 02:30:00+00:00,2026-04-09 02:45:00+00:00,no,T-2m,120,2026-04-09 02:43:00+00:00,2026-04-09 02:43:00+00:00,0.042,0.044,no,0.958,95.8,0.001999999999999995,0.19999999999999948,True,0.03906000000000003,71022.75,4.923381200712118,1.3532706763852431,0.46606957193606746,44904.74,57253.24,False,False,False,39
KXBTC15M-26APR082245-45,2026-04-09 02:30:00+00:00,2026-04-09 02:45:00+00:00,no,T-3m,180,2026-04-09 02:42:00+00:00,2026-04-09 02:42:00+00:00,0.036,0.042,no,0.964,96.39999999999999,0.006000000000000005,0.6000000000000005,True,0.03348000000000003,70987.8,1.7217189348794903,-7.340939851449013,-2.551899897923482,30935.85,44272.01,False,True,True,39
KXBTC15M-26APR082245-45,2026-04-09 02:30:00+00:00,2026-04-09 02:45:00+00:00,no,T-4m,240,2026-04-09 02:41:00+00:00,2026-04-09 02:41:00+00:00,0.28,0.29,no,0.72,72.0,0.009999999999999953,0.9999999999999953,True,0.2604,70975.58,-5.28916197762852,-6.175773844456778,-10.079216363095833,28433.88,37589.6,True,True,True,39
KXBTC15M-26APR082245-45,2026-04-09 02:30:00+00:00,2026-04-09 02:45:00+00:00,no,T-5m,300,2026-04-09 02:40:00+00:00,2026-04-09 02:40:00+00:00,0.5,0.51,yes,0.51,51.0,0.010000000000000009,1.0000000000000009,False,-0.51,71013.14,-3.7739328363828317,1.0168166259938438,-5.622556316692284,31196.67,31673.3,False,True,False,39
KXBTC15M-26APR082300-00,2026-04-09 02:45:00+00:00,2026-04-09 03:00:00+00:00,yes,T-60s,60,2026-04-09 02:59:00+00:00,2026-04-09 02:59:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,71066.55,-0.8512422508821782,-0.48262290210154823,-12.808172946592311,20309.41,90857.7,False,False,False,40
KXBTC15M-26APR082300-00,2026-04-09 02:45:00+00:00,2026-04-09 03:00:00+00:00,yes,T-90s,90,2026-04-09 02:58:30+00:00,2026-04-09 02:58:00+00:00,0.972,0.979,yes,0.979,97.89999999999999,0.007000000000000006,0.7000000000000006,True,0.019530000000000016,71072.6,-0.572621086496472,-8.773457682790253,-14.173818675157213,22614.45,77557.96,False,False,False,40
KXBTC15M-26APR082300-00,2026-04-09 02:45:00+00:00,2026-04-09 03:00:00+00:00,yes,T-2m,120,2026-04-09 02:58:00+00:00,2026-04-09 02:58:00+00:00,0.972,0.979,yes,0.979,97.89999999999999,0.007000000000000006,0.7000000000000006,True,0.019530000000000016,71072.6,-0.572621086496472,-8.773457682790253,-14.173818675157213,22614.45,77557.96,False,False,False,40
KXBTC15M-26APR082300-00,2026-04-09 02:45:00+00:00,2026-04-09 03:00:00+00:00,yes,T-3m,180,2026-04-09 02:57:00+00:00,2026-04-09 02:57:00+00:00,0.937,0.938,yes,0.938,93.8,0.0009999999999998899,0.09999999999998899,True,0.057660000000000045,71076.67,0.9413257186796642,-11.385979505518229,-9.948353735798054,22580.64,73276.75,True,False,False,40
KXBTC15M-26APR082300-00,2026-04-09 02:45:00+00:00,2026-04-09 03:00:00+00:00,yes,T-4m,240,2026-04-09 02:56:00+00:00,2026-04-09 02:56:00+00:00,0.984,0.988,yes,0.988,98.8,0.0040000000000000036,0.40000000000000036,True,0.011160000000000008,71069.98,-9.141771400608123,-14.5419333156116,-14.4759930765892,6528.02,70734.22,False,False,False,40
KXBTC15M-26APR082300-00,2026-04-09 02:45:00+00:00,2026-04-09 03:00:00+00:00,yes,T-5m,300,2026-04-09 02:55:00+00:00,2026-04-09 02:55:00+00:00,0.981,0.987,yes,0.987,98.7,0.006000000000000005,0.6000000000000005,True,0.01209000000000001,71135.01,-3.187287277033324,-1.748481498634602,-0.7014337925226322,11979.94,67086.01,False,False,False,40
KXBTC15M-26APR082315-15,2026-04-09 03:00:00+00:00,2026-04-09 03:15:00+00:00,no,T-60s,60,2026-04-09 03:14:00+00:00,2026-04-09 03:14:00+00:00,0.001,0.003,no,0.999,99.9,0.002,0.2,True,0.0009300000000000008,70992.93,2.3190784213400484,3.868077831643557,-1.111254771425374,10069.23,59364.24,False,False,True,41
KXBTC15M-26APR082315-15,2026-04-09 03:00:00+00:00,2026-04-09 03:15:00+00:00,no,T-90s,90,2026-04-09 03:13:30+00:00,2026-04-09 03:13:00+00:00,0.02,0.021,no,0.98,98.0,0.0010000000000000009,0.10000000000000009,True,0.018600000000000016,70976.47,-2.1410962722800964,1.0497538221598823,-4.720462571534689,15528.95,53549.93,True,False,True,41
KXBTC15M-26APR082315-15,2026-04-09 03:00:00+00:00,2026-04-09 03:15:00+00:00,no,T-2m,120,2026-04-09 03:13:00+00:00,2026-04-09 03:13:00+00:00,0.02,0.021,no,0.98,98.0,0.0010000000000000009,0.10000000000000009,True,0.018600000000000016,70976.47,-2.1410962722800964,1.0497538221598823,-4.720462571534689,15528.95,53549.93,True,False,True,41
KXBTC15M-26APR082315-15,2026-04-09 03:00:00+00:00,2026-04-09 03:15:00+00:00,no,T-3m,180,2026-04-09 03:12:00+00:00,2026-04-09 03:12:00+00:00,0.017,0.018,no,0.983,98.3,0.0009999999999999974,0.09999999999999974,True,0.01581000000000001,70991.67,3.690526718060916,-1.288717510588011,-2.1265577916029788,22597.76,47281.81,False,True,True,41
KXBTC15M-26APR082315-15,2026-04-09 03:00:00+00:00,2026-04-09 03:15:00+00:00,no,T-4m,240,2026-04-09 03:11:00+00:00,2026-04-09 03:11:00+00:00,0.031,0.039,no,0.969,96.89999999999999,0.008,0.8,True,0.028830000000000022,70965.48,-0.4988091987190302,-6.268132131832527,-10.45752259614674,25184.49,39845.51,True,True,True,41
KXBTC15M-26APR082315-15,2026-04-09 03:00:00+00:00,2026-04-09 03:15:00+00:00,no,T-5m,300,2026-04-09 03:10:00+00:00,2026-04-09 03:10:00+00:00,0.14,0.15,no,0.86,86.0,0.009999999999999981,0.9999999999999981,True,0.1302,70969.02,-4.478821512202691,-5.3163944790057815,-17.040333008112583,11621.7,35678.0,True,True,True,41
KXBTC15M-26APR082330-30,2026-04-09 03:15:00+00:00,2026-04-09 03:30:00+00:00,no,T-60s,60,2026-04-09 03:29:00+00:00,2026-04-09 03:29:00+00:00,0.0,0.001,no,1.0,100.0,0.001,0.1,True,0.0,70920.19,4.615766368867291,-7.328221472632235,-10.747010169094295,15137.24,63518.94,False,True,True,42
KXBTC15M-26APR082330-30,2026-04-09 03:15:00+00:00,2026-04-09 03:30:00+00:00,no,T-90s,90,2026-04-09 03:28:30+00:00,2026-04-09 03:28:00+00:00,0.01,0.014,no,0.99,99.0,0.004,0.4,True,0.009300000000000008,70887.47,-1.5656169087763239,-13.836591572189416,-15.258649103186972,62098.91,50538.65,True,True,True,42
KXBTC15M-26APR082330-30,2026-04-09 03:15:00+00:00,2026-04-09 03:30:00+00:00,no,T-2m,120,2026-04-09 03:28:00+00:00,2026-04-09 03:28:00+00:00,0.01,0.014,no,0.99,99.0,0.004,0.4,True,0.009300000000000008,70887.47,-1.5656169087763239,-13.836591572189416,-15.258649103186972,62098.91,50538.65,True,True,True,42
KXBTC15M-26APR082330-30,2026-04-09 03:15:00+00:00,2026-04-09 03:30:00+00:00,no,T-3m,180,2026-04-09 03:27:00+00:00,2026-04-09 03:27:00+00:00,0.28,0.3,no,0.72,72.0,0.019999999999999962,1.9999999999999962,True,0.2604,70898.57,-10.374484657371674,-13.79223113705974,-11.19079151286173,29391.32,42705.08,True,True,True,42
KXBTC15M-26APR082330-30,2026-04-09 03:15:00+00:00,2026-04-09 03:30:00+00:00,no,T-4m,240,2026-04-09 03:26:00+00:00,2026-04-09 03:26:00+00:00,0.47,0.48,no,0.53,53.0,0.010000000000000009,1.0000000000000009,True,0.43709999999999993,70972.2,-1.9003830208608186,-3.3241403012584936,-1.800380869304563,22224.44,39985.59,True,True,True,42
KXBTC15M-26APR082330-30,2026-04-09 03:15:00+00:00,2026-04-09 03:30:00+00:00,no,T-5m,300,2026-04-09 03:25:00+00:00,2026-04-09 03:25:00+00:00,0.57,0.58,yes,0.58,57.99999999999999,0.010000000000000009,1.0000000000000009,False,-0.58,70985.69,-1.521201963646801,1.0834343035881489,0.011269889770293418,20211.53,38632.97,False,True,True,42
KXBTC15M-26APR082345-45,2026-04-09 03:30:00+00:00,2026-04-09 03:45:00+00:00,yes,T-60s,60,2026-04-09 03:44:00+00:00,2026-04-09 03:44:00+00:00,0.52,0.6,yes,0.6,60.0,0.07999999999999996,7.9999999999999964,True,0.372,70914.32,0.3906274788811892,2.767484734402803,-5.781101182799064,40977.09,44091.96,True,True,False,43
KXBTC15M-26APR082345-45,2026-04-09 03:30:00+00:00,2026-04-09 03:45:00+00:00,yes,T-90s,90,2026-04-09 03:43:30+00:00,2026-04-09 03:43:00+00:00,0.31,0.32,no,0.69,69.0,0.010000000000000009,1.0000000000000009,False,-0.69,70911.55,0.9505702081424872,-2.202259021472086,-2.4968539076808405,34693.29,36195.93,False,True,True,43
KXBTC15M-26APR082345-45,2026-04-09 03:30:00+00:00,2026-04-09 03:45:00+00:00,yes,T-2m,120,2026-04-09 03:43:00+00:00,2026-04-09 03:43:00+00:00,0.31,0.32,no,0.69,69.0,0.010000000000000009,1.0000000000000009,False,-0.69,70911.55,0.9505702081424872,-2.202259021472086,-2.4968539076808405,34693.29,36195.93,False,True,True,43
KXBTC15M-26APR082345-45,2026-04-09 03:30:00+00:00,2026-04-09 03:45:00+00:00,yes,T-3m,180,2026-04-09 03:42:00+00:00,2026-04-09 03:42:00+00:00,0.25,0.26,no,0.75,75.0,0.010000000000000009,1.0000000000000009,False,-0.75,70904.81,1.4260586475445258,-7.121380857311177,-5.790328375611109,30997.27,34741.36,False,True,True,43
KXBTC15M-26APR082345-45,2026-04-09 03:30:00+00:00,2026-04-09 03:45:00+00:00,yes,T-4m,240,2026-04-09 03:41:00+00:00,2026-04-09 03:41:00+00:00,0.63,0.64,yes,0.64,64.0,0.010000000000000009,1.0000000000000009,True,0.3348,70894.7,-4.577935366658625,-4.8724602512417725,-8.549037028351414,41301.52,37314.11,False,False,False,43
KXBTC15M-26APR082345-45,2026-04-09 03:30:00+00:00,2026-04-09 03:45:00+00:00,yes,T-5m,300,2026-04-09 03:40:00+00:00,2026-04-09 03:40:00+00:00,0.83,0.84,yes,0.84,84.0,0.010000000000000009,1.0000000000000009,True,0.14880000000000002,70927.17,-3.9701028844341124,-2.6386306521775094,-8.243915076405761,10996.03,41495.87,False,False,False,43
KXBTC15M-26APR090000-00,2026-04-09 03:45:00+00:00,2026-04-09 04:00:00+00:00,yes,T-60s,60,2026-04-09 03:59:00+00:00,2026-04-09 03:59:00+00:00,0.999,1.0,yes,1.0,100.0,0.0010000000000000009,0.10000000000000009,True,0.0,70999.17,2.66271176483146,-2.5768307431961457,-3.7606010654156474,7763.21,69588.98,True,False,False,44
KXBTC15M-26APR090000-00,2026-04-09 03:45:00+00:00,2026-04-09 04:00:00+00:00,yes,T-90s,90,2026-04-09 03:58:30+00:00,2026-04-09 03:58:00+00:00,0.993,0.997,yes,0.997,99.7,0.0040000000000000036,0.40000000000000036,True,0.002790000000000002,70980.27,-3.136507510856923,-5.031260560999229,-4.083973824825504,10623.16,63836.66,False,False,False,44
KXBTC15M-26APR090000-00,2026-04-09 03:45:00+00:00,2026-04-09 04:00:00+00:00,yes,T-2m,120,2026-04-09 03:58:00+00:00,2026-04-09 03:58:00+00:00,0.993,0.997,yes,0.997,99.7,0.0040000000000000036,0.40000000000000036,True,0.002790000000000002,70980.27,-3.136507510856923,-5.031260560999229,-4.083973824825504,10623.16,63836.66,False,False,False,44
KXBTC15M-26APR090000-00,2026-04-09 03:45:00+00:00,2026-04-09 04:00:00+00:00,yes,T-3m,180,2026-04-09 03:57:00+00:00,2026-04-09 03:57:00+00:00,0.991,0.992,yes,0.992,99.2,0.0010000000000000009,0.10000000000000009,True,0.0074400000000000065,71002.54,-2.1022996172637143,-3.2861261275485276,-2.371183752943873,11229.43,53612.93,False,False,False,44
KXBTC15M-26APR090000-00,2026-04-09 03:45:00+00:00,2026-04-09 04:00:00+00:00,yes,T-4m,240,2026-04-09 03:56:00+00:00,2026-04-09 03:56:00+00:00,0.975,0.979,yes,0.979,97.89999999999999,0.0040000000000000036,0.40000000000000036,True,0.019530000000000016,71017.47,0.20699560662418293,1.1547788056409658,-3.77792394633647,25795.08,50287.47,True,True,False,44
KXBTC15M-26APR090000-00,2026-04-09 03:45:00+00:00,2026-04-09 04:00:00+00:00,yes,T-5m,300,2026-04-09 03:55:00+00:00,2026-04-09 03:55:00+00:00,0.97,0.977,yes,0.977,97.7,0.007000000000000006,0.7000000000000006,True,0.021390000000000017,71016.0,-1.3910422510787779,-0.47592643022342784,0.8336844571932289,13484.5,49340.15,False,False,True,44
KXBTC15M-26APR090015-15,2026-04-09 04:00:00+00:00,2026-04-09 04:15:00+00:00,no,T-60s,60,2026-04-09 04:14:00+00:00,2026-04-09 04:14:00+00:00,0.0,0.001,no,1.0,100.0,0.001,0.1,True,0.0,70918.95,1.2988342645159356,-7.121370042254549,-6.058177101697648,11653.11,63035.36,False,True,True,45
KXBTC15M-26APR090015-15,2026-04-09 04:00:00+00:00,2026-04-09 04:15:00+00:00,no,T-90s,90,2026-04-09 04:13:30+00:00,2026-04-09 04:13:00+00:00,0.004,0.009,no,0.996,99.6,0.004999999999999999,0.49999999999999994,True,0.0037200000000000033,70909.74,-3.022648149937357,-7.384219247050794,-5.4786133230788625,19344.61,59576.3,True,True,True,45
KXBTC15M-26APR090015-15,2026-04-09 04:00:00+00:00,2026-04-09 04:15:00+00:00,no,T-2m,120,2026-04-09 04:13:00+00:00,2026-04-09 04:13:00+00:00,0.004,0.009,no,0.996,99.6,0.004999999999999999,0.49999999999999994,True,0.0037200000000000033,70909.74,-3.022648149937357,-7.384219247050794,-5.4786133230788625,19344.61,59576.3,True,True,True,45
KXBTC15M-26APR090015-15,2026-04-09 04:00:00+00:00,2026-04-09 04:15:00+00:00,no,T-3m,180,2026-04-09 04:12:00+00:00,2026-04-09 04:12:00+00:00,0.19,0.2,no,0.81,81.0,0.010000000000000009,1.0000000000000009,True,0.17669999999999994,70931.18,-5.39809430785132,-4.334718019266548,-8.627680444238672,17247.36,51948.75,True,True,True,45
KXBTC15M-26APR090015-15,2026-04-09 04:00:00+00:00,2026-04-09 04:15:00+00:00,no,T-4m,240,2026-04-09 04:11:00+00:00,2026-04-09 04:11:00+00:00,0.19,0.2,no,0.81,81.0,0.010000000000000009,1.0000000000000009,True,0.17669999999999994,70969.49,1.0357635775926077,2.942975204165421,-6.5520427644349954,12769.36,42928.36,False,False,True,45
KXBTC15M-26APR090015-15,2026-04-09 04:00:00+00:00,2026-04-09 04:15:00+00:00,no,T-5m,300,2026-04-09 04:10:00+00:00,2026-04-09 04:10:00+00:00,0.22,0.23,no,0.78,78.0,0.010000000000000009,1.0000000000000009,True,0.20459999999999995,70962.14,0.0281841223626067,-4.266652092341783,-6.295168183797495,13036.79,36606.52,False,True,True,45
KXBTC15M-26APR090030-30,2026-04-09 04:15:00+00:00,2026-04-09 04:30:00+00:00,no,T-60s,60,2026-04-09 04:29:00+00:00,2026-04-09 04:29:00+00:00,0.001,0.003,no,0.999,99.9,0.002,0.2,True,0.0009300000000000008,70854.26,1.0670927509681682,2.5128302571841843,-0.9511579006793447,6008.45,82680.37,False,False,True,46
