coin,window_label,window_seconds,threshold_cents,sample_size,wins,win_rate_pct,avg_entry_price_cents,avg_profit_per_contract_cents,ev_per_trade_cents,ev_per_1_dollar_risked_cents,tradeable_rate_pct,dry_up_rate_pct,projected_bankroll_after_300
BTC,T-90s,90,94,214,212,99.06542056074767,98.6448598130841,0.3272383177570103,0.3272383177570103,0.34404426508622177,35.51401869158878,66.82242990654206,128.17198270872515
BTC,T-2m,120,92,226,223,98.67256637168141,98.33584070796459,0.22413716814159382,0.22413716814159382,0.23001326053388502,38.93805309734513,63.27433628318584,118.42420011237797
BTC,T-90s,90,92,226,223,98.67256637168141,98.33584070796459,0.22413716814159382,0.22413716814159382,0.23001326053388502,38.93805309734513,63.27433628318584,118.42420011237797
BTC,T-3m,180,96,162,160,98.76543209876543,98.63148148148149,0.04053086419753199,0.04053086419753199,0.035224574292568804,45.06172839506173,55.55555555555556,103.03624205204483
BTC,T-2m,120,96,198,196,98.98989898989899,98.94393939393939,-0.026303030303029527,-0.026303030303029527,-0.028727309247205058,30.303030303030305,71.71717171717171,97.95793427777346
BTC,T-90s,90,96,198,196,98.98989898989899,98.94393939393939,-0.026303030303029527,-0.026303030303029527,-0.028727309247205058,30.303030303030305,71.71717171717171,97.95793427777346
BTC,T-3m,180,88,222,215,96.84684684684684,96.87387387387388,-0.2287342342342335,-0.2287342342342335,-0.2857782024986199,59.909909909909906,40.99099099099099,83.10566700239272
BTC,T-3m,180,90,211,205,97.1563981042654,97.32227488151658,-0.3389526066350704,-0.3389526066350704,-0.4165216609202984,57.81990521327014,43.127962085308056,76.46848989310203
BTC,T-5m,300,94,102,99,97.05882352941177,97.37450980392154,-0.4920588235294096,-0.4920588235294096,-0.5097861021914889,78.43137254901961,22.54901960784314,68.33272015568026
BTC,T-5m,300,98,46,45,97.82608695652173,98.8391304347826,-1.092630434782608,-1.092630434782608,-1.1012807448716602,52.17391304347826,47.82608695652174,43.59730399563997
