coin,window_label,window_seconds,threshold_cents,sample_size,wins,win_rate_pct,avg_entry_price_cents,avg_profit_per_contract_cents,ev_per_trade_cents,ev_per_1_dollar_risked_cents,tradeable_rate_pct,dry_up_rate_pct,projected_bankroll_after_300
SOL,T-5m,300,88,124,122,98.38709677419355,94.92580645161291,3.110782258064517,3.110782258064517,3.4078920929499366,87.90322580645162,15.32258064516129,1157.218800044633
SOL,T-5m,300,90,113,111,98.23008849557522,95.53805309734513,2.384840707964603,2.384840707964603,2.578678518948814,86.72566371681415,16.8141592920354,646.659438299854
SOL,T-5m,300,92,102,100,98.0392156862745,96.07352941176471,1.6965294117647072,1.6965294117647072,1.81238230516967,85.29411764705883,18.627450980392158,374.80883450177873
SOL,T-2m,120,88,224,222,99.10714285714286,97.35446428571429,1.569116071428572,1.569116071428572,1.7161148169364033,44.19642857142857,58.48214285714286,334.1466206869423
SOL,T-90s,90,88,224,222,99.10714285714286,97.35446428571429,1.569116071428572,1.569116071428572,1.7161148169364033,44.19642857142857,58.48214285714286,334.1466206869423
SOL,T-4m,240,90,146,143,97.94520547945206,96.37534246575342,1.320500000000001,1.320500000000001,1.4633384937564329,70.54794520547945,30.136986301369863,279.1353027048055
SOL,T-5m,300,98,32,32,100.0,98.55000000000001,1.3485000000000014,1.3485000000000014,1.3704871130290903,53.125,56.25,278.571442370857
SOL,T-2m,120,90,216,214,99.07407407407408,97.67777777777776,1.2354259259259266,1.2354259259259266,1.3374646034071311,42.129629629629626,60.64814814814815,257.7870359996288
SOL,T-90s,90,90,216,214,99.07407407407408,97.67777777777776,1.2354259259259266,1.2354259259259266,1.3374646034071311,42.129629629629626,60.64814814814815,257.7870359996288
SOL,T-60s,60,88,260,259,99.61538461538461,98.26846153846155,1.2274923076923083,1.2274923076923083,1.3000529473280809,28.46153846153846,73.84615384615385,254.56448115464426
SOL,T-4m,240,88,163,158,96.93251533742331,95.58159509202451,1.0549877300613504,1.0549877300613504,1.1706312580546192,73.61963190184049,26.993865030674847,227.88021856494157
SOL,T-60s,60,90,253,252,99.60474308300395,98.54071146245062,0.9637075098814236,0.9637075098814236,0.9992227174332513,26.48221343873518,75.8893280632411,207.821462241251
SOL,T-60s,60,94,238,238,100.0,98.96470588235294,0.9628235294117656,0.9628235294117656,0.986178926872487,21.84873949579832,80.67226890756302,207.25629159237786
SOL,T-4m,240,92,136,133,97.79411764705883,96.7985294117647,0.7761691176470598,0.7761691176470598,0.8627639083183447,68.38235294117648,32.35294117647059,182.3902859888753
SOL,T-60s,60,96,230,230,100.0,99.10130434782609,0.83578695652174,0.83578695652174,0.8513904405340555,19.130434782608695,83.47826086956522,188.11039512244454
SOL,T-2m,120,92,203,201,99.01477832512316,98.13497536945813,0.7510443349753704,0.7510443349753704,0.8005307337503695,38.42364532019704,64.03940886699507,177.36742174663505
SOL,T-90s,90,92,203,201,99.01477832512316,98.13497536945813,0.7510443349753704,0.7510443349753704,0.8005307337503695,38.42364532019704,64.03940886699507,177.36742174663505
SOL,T-60s,60,92,246,245,99.59349593495935,98.76382113821138,0.7450203252032526,0.7450203252032526,0.7561503565333135,24.390243902439025,78.04878048780488,175.78111473802537
SOL,T-3m,180,96,134,133,99.25373134328358,98.54701492537313,0.6055298507462697,0.6055298507462697,0.6271045754409682,35.07462686567165,66.4179104477612,158.51350210344336
SOL,T-60s,60,98,208,208,100.0,99.34134615384616,0.6125480769230773,0.6125480769230773,0.6193362142909636,10.576923076923077,90.38461538461539,158.74055762946642
SOL,T-5m,300,94,84,82,97.61904761904762,96.80833333333334,0.5942142857142881,0.5942142857142881,0.6177943458531359,82.14285714285714,22.61904761904762,158.21193410401315
SOL,T-2m,120,96,173,172,99.42196531791907,98.8635838150289,0.47899421965317995,0.47899421965317995,0.4992863084203951,27.74566473988439,75.14450867052022,143.81837043042262
SOL,T-90s,90,96,173,172,99.42196531791907,98.8635838150289,0.47899421965317995,0.47899421965317995,0.4992863084203951,27.74566473988439,75.14450867052022,143.81837043042262
SOL,T-2m,120,94,190,188,98.94736842105263,98.51684210526317,0.32862105263158004,0.32862105263158004,0.3430536173083957,34.21052631578947,68.42105263157895,128.33143541788502
SOL,T-90s,90,94,190,188,98.94736842105263,98.51684210526317,0.32862105263158004,0.32862105263158004,0.3430536173083957,34.21052631578947,68.42105263157895,128.33143541788502
SOL,T-5m,300,96,57,56,98.24561403508771,97.76666666666667,0.3275263157894753,0.3275263157894753,0.3127037196002155,73.68421052631578,33.33333333333333,128.3368151928374
SOL,T-2m,120,98,153,152,99.34640522875817,99.17450980392158,0.11429411764705942,0.11429411764705942,0.12116260334344507,18.30065359477124,84.9673202614379,109.04264066782032
SOL,T-90s,90,98,153,152,99.34640522875817,99.17450980392158,0.11429411764705942,0.11429411764705942,0.12116260334344507,18.30065359477124,84.9673202614379,109.04264066782032
SOL,T-3m,180,98,109,108,99.08256880733946,98.95596330275231,0.05416513761467959,0.05416513761467959,0.056800546218370364,20.18348623853211,81.65137614678899,104.19261614771281
SOL,T-3m,180,88,201,194,96.51741293532339,96.40497512437811,-0.12385572139303354,-0.12385572139303354,-0.1083792750654296,56.71641791044776,45.27363184079602,90.34784080921241
SOL,T-4m,240,94,116,113,97.41379310344827,97.51896551724137,-0.2733534482758602,-0.2733534482758602,-0.2668060262275914,62.93103448275862,37.93103448275862,80.97139896589978
SOL,T-4m,240,96,95,93,97.89473684210527,98.17684210526313,-0.40677894736841974,-0.40677894736841974,-0.4077670325428492,54.736842105263165,46.31578947368421,73.26332712699147
SOL,T-3m,180,94,159,155,97.48427672955975,97.94779874213835,-0.5996477987421369,-0.5996477987421369,-0.6445418167626068,45.28301886792453,55.9748427672956,62.96996380089631
SOL,T-3m,180,92,169,164,97.0414201183432,97.63254437869823,-0.7464497041420108,-0.7464497041420108,-0.8073087578811665,48.5207100591716,53.25443786982249,56.09130579024861
